annotator_id,article_id,political_typology,effect,explanation,article_index,change,reinforce,date_created
C03,1813763.txt,Country First Conservatives,4,At least it is a reminder of a physical presence. ,143,,,2018-05-09 05:40:02.145035+02
C02,1712751.txt,Market Skeptic Republicans,5,"We still need tax reform, we also need to cut spending for debt reduction. Sadly I don’t see either happening anytime soon.",64,,YES,2018-05-09 05:40:18.686671+02
C03,1815205.txt,Country First Conservatives,5,I have no kindness in my heart for these people. I don’t think they should live with people. There should just be a prison for them or something where they could never see the light of day.,144,,YES,2018-05-09 05:43:19.124873+02
C02,1712752.txt,Market Skeptic Republicans,3,Once again we come to a place where things need to be done suck as roadway upkeep but our government was likely spending money on some giant building that would be used a few times a year rather than properly allocate money. ,65,,,2018-05-09 05:44:12.559733+02
C02,1714337.txt,Market Skeptic Republicans,3,"Whether there were weapons of mass destruction or not I believe we were already on the verge of war, 9/11 coupled with the declaration of weapons of mass destruction just pushed it over the edge. ",66,,,2018-05-09 05:50:09.83882+02
C02,1714808.txt,Market Skeptic Republicans,4,I understand that Africa needs help. With America’s debt how much can we truly afford to send there until we crawl our way out from under the trillions we are behind? ,67,,,2018-05-09 06:05:13.801417+02
C02,1716223.txt,Market Skeptic Republicans,3,"We have politicians who spends millions of dollars on campaigns... no wonder they can’t figure out common sense budgets for their respective city, state or country. ",68,,,2018-05-09 06:08:22.996596+02
C02,1718228.txt,Market Skeptic Republicans,2,There is no denying that our justice system seriously needs revamped. But it’s truly disgusting when some how the power to use thier racial differences to wrongfully convict someone or attempt to strip them of their rights to habeas corpus.  ,69,,,2018-05-09 06:11:59.400184+02
C02,1720894.txt,Market Skeptic Republicans,3,I do not have a strong stance on this. ,70,,,2018-05-09 06:15:35.317827+02
C11,1753168.txt,Country First Conservatives,4,Perhaps penalizing large corporations that shed thousands of jobs may protect the workforce,85,,,2018-05-09 06:16:44.13238+02
C02,1721282.txt,Market Skeptic Republicans,4,"While I’m not really a believer in abortion for myself, I truly feel like our government is overstepping bounds by attempting to set laws on what a woman can do with her body. ",71,,,2018-05-09 06:18:52.497208+02
C02,1721721.txt,Market Skeptic Republicans,4,I have no strong stance on this subject. ,72,,,2018-05-09 06:23:04.690649+02
C02,1723471.txt,Market Skeptic Republicans,5,"We nee tax reform where all are taxed fairly, sadly I don’t foresee that happening in the near future. ",73,,YES,2018-05-09 06:25:03.59405+02
C11,1756489.txt,Country First Conservatives,4,The the Family Health Care Decisions Act came in to effect in 2010.,86,,,2018-05-09 06:25:35.141467+02
C02,1724607.txt,Market Skeptic Republicans,4,Even now we all need to make changes to leave the world a better place for our kids. It’s disappointing that our government cares more about the almighty dollar than it does out enviroment. ,74,,,2018-05-09 06:28:10.49788+02
C02,1726502.txt,Market Skeptic Republicans,3,"I do not have a strong stance on this subject,",75,,,2018-05-09 06:31:09.060423+02
C11,1758107.txt,Country First Conservatives,4,The US holds a bad environmental record.  A $12.5M out of court settlement definitely suggests that Cheminova worried a credible link between their chemical and the decline in the lobster population.,87,,,2018-05-09 06:33:40.072671+02
C02,1738759.txt,Market Skeptic Republicans,5,The patriot act is a huge pet peeve of mine. Most of the law makers did not even read it before voting and it saddle Americans with a whole lot of trouble. ,76,,YES,2018-05-09 06:34:06.220343+02
C02,1741150.txt,Market Skeptic Republicans,1,I didn’t know about this and it’s prompting more research. I feel like this would be hard for the government to monitor. ,77,YES,,2018-05-09 06:37:46.278639+02
C11,1759833.txt,Country First Conservatives,5,Manufacturers should take responsibility and active role in the environmental impact their products have.  This is good legislature.,88,,YES,2018-05-09 06:38:39.836001+02
C11,1759853.txt,Country First Conservatives,5,This is a repeat of #80,89,,YES,2018-05-09 06:39:22.584766+02
C02,1744037.txt,Market Skeptic Republicans,5,I like his resourcefulness. If the government refuses to do what needs to be done to take care of the environment I feel the states should be allowed to take matters into thier own hands and force the issue. ,78,,YES,2018-05-09 06:40:36.04244+02
C11,1759881.txt,Country First Conservatives,3,"I wasn't aware of this law, but I think if it is what the people want, then it should be left alone.",90,,,2018-05-09 06:47:01.051893+02
C11,1759956.txt,Country First Conservatives,4,This is a repeat of #89 and #90,91,,,2018-05-09 06:47:52.894337+02
C11,1764885.txt,Country First Conservatives,1,"Indeed, I had thought that the only way to take care of this problem was a cull.",93,YES,,2018-05-09 07:08:00.524741+02
C11,1766581.txt,Country First Conservatives,3,I was not aware of this initiative but it seems like a good idea.,94,,,2018-05-09 07:09:50.59669+02
C11,1767932.txt,Country First Conservatives,5,This is the swamp that is meant to be being drained.,95,,YES,2018-05-09 07:15:06.205442+02
C11,1768173.txt,Country First Conservatives,3,I have no opinion on a gubernatorial candidate who didn't win an election 12 years ago.  Perhaps a more recent article about him being a congressman would be more appropriate. ,96,,,2018-05-09 07:21:24.282142+02
C11,1768473.txt,Country First Conservatives,3,I have no opinion on electricity in Connecticut.,97,,,2018-05-09 07:23:21.845962+02
C11,1769625.txt,Country First Conservatives,2,"The Palestinian situation is too complex for a short article such as this, however, why is no one calling on Israel to make concessions?",98,,,2018-05-09 07:26:31.676049+02
C11,1769942.txt,Country First Conservatives,2,Unionized state workers need to lear to live in the real world.  No one in the private sector gets away with this.,99,,,2018-05-09 07:29:25.921328+02
L06,1644193.txt,Solid Liberals,3,"I feel that there is really no final solution in place for cleaning the river, so I am neither positively nor negatively affected. ",7,,,2018-05-09 08:04:41.993915+02
L06,1644342.txt,Solid Liberals,2,It made me reflect on the various reality shows that I enjoy watching. ,8,,,2018-05-09 08:07:17.721473+02
L06,1644772.txt,Solid Liberals,5,"It agrees with how I feel about violence in the middle east - also as my girlfriend is from Lebanon,  I have a personal interest in the conflicted area. ",9,,YES,2018-05-09 08:10:55.740859+02
L06,1645744.txt,Solid Liberals,2,It challenged my views that the Americans are able to satisfy multiple ethnicities in Iraq. ,10,,,2018-05-09 08:18:00.111535+02
L06,1646524.txt,Solid Liberals,5,I am extremely behind improved teacher training and valuing teachers' work. ,11,,YES,2018-05-09 08:50:50.331+02
L06,1647479.txt,Solid Liberals,3,It is an issue I have little attachment to (city organization) and therefore have little interest.  ,12,,,2018-05-09 08:54:15.102505+02
L06,1647821.txt,Solid Liberals,4,I agree with this article - there really is not enough transparency in government.  ,13,,,2018-05-09 09:00:21.604227+02
L06,1648104.txt,Solid Liberals,4,I agree that the Sunnis need to take charge and make their own concrete proposals - otherwise nothing gets done. ,14,,,2018-05-09 09:06:18.577897+02
L04,1648104.txt,Solid Liberals,4,I agree that in order to make a change like this to work all of the groups need to be represented and given a voice.,14,,,2018-05-09 09:13:11.497579+02
L06,1649067.txt,Solid Liberals,5,It arms me with the facts of the current situation and strongly reinforces how I feel about the laughable Bush-administration.  ,15,,YES,2018-05-09 09:13:50.877337+02
L06,1649694.txt,Solid Liberals,5,I highly support keeping the Hubble in service.  ,16,,YES,2018-05-09 09:32:46.636489+02
L04,1649067.txt,Solid Liberals,4,"I agree that a show of power or sanctions would not help the situation, diplomacy is the only way to go.",15,,,2018-05-09 09:32:58.323578+02
L06,1651356.txt,Solid Liberals,4,I support any legislation which supports the environment and moves us forward in this matter.,17,,,2018-05-09 09:37:53.600243+02
L06,1651394.txt,Solid Liberals,4,It supports my beliefs that further legislation is needed to support environmental polcies. ,18,,,2018-05-09 09:39:01.161927+02
L06,1651764.txt,Solid Liberals,5,PBS was a staple of my childhood education and I want arguments to protect it. ,19,,YES,2018-05-09 09:43:36.88467+02
L04,1649694.txt,Solid Liberals,4,I agree that the Hubble is too important to take so lightly and not treat it like the scientific gold it is.,16,,,2018-05-09 09:44:37.792657+02
L06,1652424.txt,Solid Liberals,3,"Simply put, I do not trust much of Isreal's motivations and therefore the arguments presented do not sway me much.",20,,,2018-05-09 09:49:18.204657+02
L04,1651356.txt,Solid Liberals,4,I agree because it can help small businesses.,17,,,2018-05-09 09:58:01.047399+02
L06,1652663.txt,Solid Liberals,4,It reinforces my beliefs in foreign aid and vaccination - but nothing that dramatically affected my knowledge. ,21,,,2018-05-09 09:58:15.162845+02
L04,1651394.txt,Solid Liberals,4,I agree because it can be helpful to small businesses.,18,,,2018-05-09 09:58:57.508505+02
L06,1653086.txt,Solid Liberals,4,I believe the transparency is always the most important in government - as the government is employed by the people. ,22,,,2018-05-09 10:00:29.997148+02
L04,1651764.txt,Solid Liberals,4,I agree that running public broadcasting with political agendas behind the big decisions is definitely detrimental to the quality of programming. ,19,,,2018-05-09 10:40:48.648475+02
L04,1652424.txt,Solid Liberals,4,I agree that it is a step forward. Only the future can tell about the underlying reasons.,20,,,2018-05-09 10:44:27.485414+02
C02,1744435.txt,Market Skeptic Republicans,3,I do not understand why we would share any kind of nuclear technology with any other country. ,79,,,2018-05-09 10:51:21.832664+02
C02,1747944.txt,Market Skeptic Republicans,3,"I do not have a particularly hard stance on this outside of the environmental one that we need to be mindful of the America we leave for our kids, and ensure our fresh water sources remain uncontaminated. ",80,,,2018-05-09 10:59:17.626742+02
C02,1748065.txt,Market Skeptic Republicans,3,I don’t really watch television and never have so I don’t have a particular stance on this. ,81,,,2018-05-09 11:05:06.31217+02
